symbol,token,exchange
725TS41-SG,2581,NSE
708UP32-SG,25829,NSE
HYUNDAI-EQ,25844,NSE
930AEL30-NF,757875,NSE
715SHFL28-N0,757896,NSE
757LICH29-N0,25849,NSE
LAKSHYA-SM,25860,NSE
MINDACORP-EQ,25897,NSE
PREMIUM-SM,25898,NSE
716MH50-SG,757930,NSE
QUALITY30-EQ,757946,NSE
658IRFC30-N0,758167,NSE
647IRFC28-N0,758169,NSE
NIKITA-SM,758178,NSE
722MP43-SG,758193,NSE
696AP33-SG,758203,NSE
BHADORA-ST,758228,NSE
708PGC34-N0,25905,NSE
765SHFL29-N0,25948,NSE
716TN54-SG,25969,NSE
118VCCL27-N0,758342,NSE
950ISF27B-N0,758344,NSE
820TOPO33-N0,758355,NSE
735JK40-SG,758409,NSE
713RJ31-SG,2673,NSE
BANKNIFTY,26009,NSE
NIFTYNXT50,26013,NSE
SSFLPP-E1,758420,NSE
ALLTIME-EQ,758448,NSE
CONNPLEX-SM,758453,NSE
709TN35A-SG,758584,NSE
715KL40-SG,27005,NSE
715AP42-SG,27007,NSE
747IIFCL27-N0,27035,NSE
666SIDBI28-N0,758644,NSE
754TS55-SG,758710,NSE
BUTTERFLY-EQ,2716,NSE
SWANCORP-EQ,27095,NSE
710UP32-SG,27154,NSE
716RJ34-SG,27189,NSE
GENSOL-BZ,758842,NSE
684TN29-SG,758711,NSE
752HR39-SG,758720,NSE
364D280826-TB,758731,NSE
SAMPANN-EQ,27303,NSE
712PN36-SG,27322,NSE
GANESHIN-ST,27351,NSE
745BR34-SG,758847,NSE
SGFIN-EQ,758853,NSE
724BR31-SG,758925,NSE
SNEHAA-SM,758946,NSE
SATTVAENGG-SM,758960,NSE
AHCL-EQ,758968,NSE
RNBDENIMS-EQ,758981,NSE
719KA39-SG,2768,NSE
935TSIIC33-N0,27526,NSE
935TSI27-N0,27537,NSE
714EXIM29-N0,27811,NSE
MWL-EQ,759169,NSE
744MP46-SG,759033,NSE
744TS48-SG,759035,NSE
HILINFRA-EQ,759103,NSE
775SFL26-N0,27928,NSE
712HP36-SG,28226,NSE
710JK49-SG,28278,NSE
743OR40-SG,759189,NSE
744JH41-SG,759191,NSE
TRUALT-EQ,759210,NSE
1075WCA28-N0,759215,NSE
710TS46-SG,28272,NSE
735HR39-SG,759221,NSE
ASIFDG-SF,759224,NSE
745BTL28-N0,759273,NSE
BLUESTONE-EQ,759291,NSE
710RECL35-N0,28479,NSE
NMSTEEL-SM,28801,NSE
714TN44-SG,28826,NSE
NIFTYCASE-EQ,759302,NSE
731BR45-SG,759309,NSE
731JK45-SG,759310,NSE
75AP46-SG,759331,NSE
IIFLZC28-NG,2883,NSE
IHFL261224-N1,28854,NSE
CARRARO-EQ,28879,NSE
746RJ51-SG,759334,NSE
752TS54-SG,759336,NSE
MONIFTY100-EQ,759371,NSE
MUNISH-SM,759416,NSE
925SCL26Z-N1,28897,NSE
99SCL27V-N1,28915,NSE
UNIMECH-EQ,28960,NSE
GROWWRLTY-EQ,759428,NSE
12AFIL27-N0,759446,NSE
364D151026-TB,759476,NSE
MOMENTUM30-EQ,759488,NSE
CONSUMER-EQ,28969,NSE
87HFL27-N0,28977,NSE
711JK55-SG,29001,NSE
95PFL34-N0,759557,NSE
741JK42-SG,759491,NSE
712OIT40-N0,759526,NSE
715KA42-SG,29002,NSE
ARSHIYA-BZ,29015,NSE
705GJ32-SG,29051,NSE
715BR35-SG,29059,NSE
91PFL35-N0,759558,NSE
805AIFL32-N0,759603,NSE
767UK41-SG,759707,NSE
69PY29-SG,291,NSE
8104PHFL28-N0,29073,NSE
722GJ35-SG,29107,NSE
767TS46-SG,759709,NSE
9PCPL28B-N0,759710,NSE
12DCCL27-N0,759793,NSE
867MUTF30-N0,29184,NSE
728IREDA35-N0,29196,NSE
714HR38-SG,29238,NSE
715TN35-SG,29241,NSE
CURIS-SM,759825,NSE
716TN35-SG,759854,NSE
UTLSOLAR-EQ,759876,NSE
910HFL36-N0,759895,NSE
743PHFL28-N0,759939,NSE
MSCIADD-EQ,759978,NSE
ENIFTY-EQ,759998,NSE
686PY34-SG,2943,NSE
713KA41-SG,29285,NSE
712PN45-SG,29295,NSE
NEXT30ADD-EQ,29464,NSE
731MN37-SG,760017,NSE
734TS38-SG,760018,NSE
746BR45-SG,760023,NSE
707AP34-SG,29498,NSE
712BR37A-SG,29502,NSE
711OR37-SG,29504,NSE
745TS53-SG,760026,NSE
ROCKPP-E1,760033,NSE
748MH37-SG,760059,NSE
714UK32-SG,29519,NSE
718TN55-SG,29524,NSE
918IHFL28-N0,29531,NSE
950ISF27-N0,29533,NSE
717GJ34-SG,760067,NSE
JAYKAY-EQ,760073,NSE
728TFSIL28-N0,760078,NSE
751UP40A-SG,760082,NSE
805PHFL30-N0,29535,NSE
725PFCL45-N0,29539,NSE
716MZ35-SG,29574,NSE
NATCAPSUQ-EQ,29583,NSE
756IIFCL28-N0,29631,NSE
750BOI35-N0,29685,NSE
716KA36B-SG,29693,NSE
754MP48-SG,760088,NSE
752TS52-SG,760089,NSE
724RJ35-SG,760091,NSE
735AP36-SG,760095,NSE
SUBAHOTELS-SM,760112,NSE
FABTECH-EQ,760125,NSE
875AOL27-N0,760172,NSE
GAUDIUMIVF-BE,760179,NSE
716MP40A-SG,29701,NSE
718MP48A-SG,29703,NSE
716HR38A-SG,29706,NSE
715PY39A-SG,29710,NSE
CLEANMAX-EQ,760183,NSE
729MH35-SG,760289,NSE
915APSBC33-N0,760376,NSE
756PY35-SG,760382,NSE
ORTINGLOBE-EQ,2979,NSE
GUJTHEM-EQ,29731,NSE
HDAIF1BDDR-MF,29732,NSE
975PCPL28-N0,760397,NSE
741NIIF31-N0,760474,NSE
TWCGOLDETF-EQ,760482,NSE
76WB45-SG,760519,NSE
72SK35-SG,29921,NSE
718TN36-SG,29924,NSE
718MH38-SG,29929,NSE
749SIDBI29-N0,29949,NSE
8BACL30A-N0,760551,NSE
692TN30-SG,760556,NSE
125VCCL31-N0,760558,NSE
75CG35-SG,760565,NSE
SUVIDHAA-EQ,2998,NSE
825TCSL28-N0,29963,NSE
74PFCL35-N0,29971,NSE
80980TCL27-N0,29973,NSE
751KA36-SG,760568,NSE
885NACL28-N0,760577,NSE
765RJ40-SG,760580,NSE
759AP47-SG,760588,NSE
722AP34-SG,30001,NSE
722KA35A-SG,30008,NSE
728AP36-SG,30009,NSE
726MP39-SG,30019,NSE
758TN56-SG,760590,NSE
NEXT50ADD-EQ,760599,NSE
763TN56-SG,760612,NSE
12DCCL29A-N0,760614,NSE
ITAXIS-EQ,3010,NSE
725UP39-SG,30021,NSE
723TS53-SG,30079,NSE
687GJ28-SG,30080,NSE
734OR33-SG,760616,NSE
748AP35-SG,760619,NSE
SIHF29-N0,760628,NSE
757HR40-SG,760637,NSE
760TOPL29-N0,760647,NSE
14DCCL31-N0,760767,NSE
754KA37-SG,760775,NSE
759OR46-SG,760777,NSE
723TS52-SG,30100,NSE
860MFL28-N0,30147,NSE
364D210127-TB,760780,NSE
364D040227-TB,760785,NSE
768AP39-SG,760790,NSE
768AS41-SG,760791,NSE
718TN55B-SG,30173,NSE
CURAA-EQ,30189,NSE
980SCL35-N1,30206,NSE
SCL190325A-N1,30226,NSE
768MP43-SG,760793,NSE
685PFCL31-N1,760799,NSE
7PFCL31-N3,760801,NSE
1003SCL32-N1,30228,NSE
ISHANCH-EQ,30249,NSE
835GFL28-N0,30254,NSE
726NTPC40-N0,30263,NSE
690PFCL31-N2,760800,NSE
14RARL30-N0,30269,NSE
705MP32-SG,30420,NSE
71KL43-SG,30445,NSE
706KL55-SG,30454,NSE
769ICPR35-N0,760811,NSE
748NIIF33-N0,760813,NSE
734MP33-SG,760843,NSE
771PN38-SG,760848,NSE
BAJAJHLDNG-EQ,305,NSE
MID150-EQ,30469,NSE
712EXIM30-N0,30489,NSE
74MP35-SG,760882,NSE
754TN36-SG,760910,NSE
758TN37-SG,760913,NSE
SHANTIGEAR-EQ,3078,NSE
698PY33-SG,3079,NSE
INDOSTAR-EQ,3088,NSE
VIVO-SM,7610,NSE
777PN38-SG,760914,NSE
781UP41-SG,760918,NSE
837REC33-N7,30986,NSE
830NHAI27-N2,31040,NSE
COMPUSOFT-EQ,31138,NSE
MCX-EQ,31181,NSE
704WB35-SG,315,NSE
ORBTEXP-BE,31479,NSE
753AP37-SG,761006,NSE
774WB44-SG,761051,NSE
182D210826-TB,761054,NSE
910HFL37-N0,761137,NSE
VMARCIND-SM,3188,NSE
774UP38-SG,31638,NSE
8TIAPL35-N0,31785,NSE
77SHFL36-N0,761139,NSE
SEDEMAC-EQ,761153,NSE
GKSL-EQ,761197,NSE
LODHA-EQ,3220,NSE
682RJ31-SG,3259,NSE
SRF-EQ,3273,NSE
8TIAPL36-N0,31920,NSE
719RECL31-N0,761311,NSE
664TN29-SG,761318,NSE
679HR30-SG,761319,NSE
745MP36-SG,761323,NSE
SUNDARMFIN-EQ,3339,NSE
SUNFLAG-EQ,3348,NSE
762AP39-SG,761328,NSE
862AEL31-NM,761345,NSE
890AEL31-NN,761346,NSE
797TOPO34-N0,761356,NSE
CAMS-EQ,342,NSE
678RJ31A-SG,3373,NSE
AGARIND-EQ,3389,NSE
TNTELE-EQ,3512,NSE
761AP41-SG,761370,NSE
769HR44-SG,761376,NSE
745DL36-SG,761385,NSE
722AS32-SG,761411,NSE
703TN31-SG,761415,NSE
773CG44-SG,761445,NSE
89ICFL28-N0,761467,NSE
683WB31A-SG,3519,NSE
TTKPRESTIG-EQ,3546,NSE
UCAL-EQ,3570,NSE
697TN46-SG,3647,NSE
SHADOWFAX-EQ,761469,NSE
779JK51-SG,761521,NSE
794CIFCL29-N0,761522,NSE
92LMAEL31-N0,761538,NSE
695HR33-SG,3696,NSE
GAYAHWS-EQ,3693,NSE
696KL34-SG,3701,NSE
FINEORG-EQ,3744,NSE
685AP36-SG,38,NSE
BBTC-EQ,380,NSE
RITES-EQ,3761,NSE
SOMANYCERA-EQ,3880,NSE
ARSIFHRG-SF,761540,NSE
ARSIFHRHD-SF,761546,NSE
733RJ31-SG,761548,NSE
725KA31-SG,761551,NSE
77PY35-SG,761557,NSE
757MH36-SG,761561,NSE
776KA41-SG,761572,NSE
715INBK36-N0,761579,NSE
NIACL-EQ,399,NSE
GLOBE-EQ,393,NSE
JAYAGROGN-EQ,4041,NSE
ALSRG-SF,761595,NSE
APSIFHLSDD-SF,761601,NSE
APSIFHLSDG-SF,761603,NSE
797RJ43-SG,761648,NSE
691AS30-SG,431,NSE
WENDT-EQ,4235,NSE
BDR-IT,4294,NSE
SAHLIBHFI-EQ,761688,NSE
787RJ38-SG,761717,NSE
772ABCL31-N0,761727,NSE
BHEL-EQ,438,NSE
GS151226C-GS,4409,NSE
GS220236C-GS,4432,NSE
AARTIDRUGS-EQ,4481,NSE
AAFS31B-N0,761729,NSE
852LDL36-N0,761731,NSE
792KL41-SG,761760,NSE
VIVIDEL-ST,761771,NSE
715JK32-SG,457,NSE
SIGIND-EQ,4522,NSE
GS220850C-GS,4553,NSE
ATLASCYCLE-EQ,4568,NSE
87HMDA40-N0,761795,NSE
87HMDA44-N0,761811,NSE
87HMDA30-N0,761835,NSE
SBCL-EQ,4656,NSE
SKMEGGPROD-EQ,4732,NSE
INDRAMEDCO-EQ,4751,NSE
RELINFRA-BE,4791,NSE
VOEPL-EQ,761916,NSE
RIIT-IV,762244,NSE
RAMBHAJO-EQ,762227,NSE
781KL37-SG,762424,NSE
79MP56-SG,762427,NSE
OMPOWER-EQ,762432,NSE
ASHIKAG-BE,762551,NSE
706KL41-SG,4793,NSE
SNOWMAN-EQ,4843,NSE
679WB28-SG,4877,NSE
713KL46-SG,4897,NSE
BAJAJST-EQ,762563,NSE
BIRLAPREC-EQ,762593,NSE
ELANTAS-EQ,762653,NSE
903SFL28-YI,498,NSE
ADROITINFO-EQ,4953,NSE
KESORAMIND-BE,4981,NSE
695TN31A-SG,4994,NSE
BLACKROSE-BE,762601,NSE
HBESD-EQ,762712,NSE
KOTIC-EQ,762752,NSE
METROGLOBL-EQ,762797,NSE
MMWL-EQ,762802,NSE
70RJ31-SG,5036,NSE
KPIGREEN-EQ,5108,NSE
WELSPLSOL-EQ,762971,NSE
GRAUWEIL-EQ,5200,NSE
IIFLZC28C-N6,5217,NSE
70WB31-SG,5231,NSE
714AP37-SG,5234,NSE
764RJ36-SG,763073,NSE
925ICFL27-N0,763142,NSE
783AS46-SG,763193,NSE
782CG48-SG,763196,NSE
MAHAPEXLTD-EQ,5239,NSE
697NL31-SG,5418,NSE
783MP48-SG,763199,NSE
772UP36A-SG,763200,NSE
788NIIF31-N0,763208,NSE
685BR30-SG,5556,NSE
SHANTI-EQ,5650,NSE
CUB-EQ,5701,NSE
796SHFL31-N0,763508,NSE
91D200826-TB,763525,NSE
91D280826-TB,763624,NSE
SHREMINVIT-IV,5718,NSE
CONSUMAXIS-EQ,5732,NSE
686RJ36-SG,5740,NSE
875HFL28-N0,763641,NSE
AAFS31D-N0,763699,NSE
78TN41-SG,763732,NSE
737RJ30-SG,763734,NSE
655MH28-SG,605,NSE
699WB36A-SG,5895,NSE
691AS31-SG,5969,NSE
693KA32-SG,5987,NSE
QSIFHRP-SF,763749,NSE
AGL-EQ,763784,NSE
920ISF28-N0,763789,NSE
675GJ29-SG,6093,NSE
70MN31A-SG,6101,NSE
714AP41A-SG,6115,NSE
DTIL-EQ,6227,NSE
SELMC-EQ,6262,NSE
KNACK-EQ,763839,NSE
742BR35-SG,764031,NSE
756KL39-SG,764038,NSE
364D150727-TB,764154,NSE
APOLSINHOT-EQ,6302,NSE
699AS31-SG,6330,NSE
699UP31B-SG,6350,NSE
CCHHL-EQ,6385,NSE
115AFIL28A-N0,764159,NSE
ALPINETEX-EQ,764186,NSE
771BR44-SG,764244,NSE
739MP34-SG,764245,NSE
KRITI-EQ,6417,NSE
TECH-EQ,6462,NSE
NYKAA-EQ,6545,NSE
70AP38A-SG,6563,NSE
EMETAL-EQ,764288,NSE
LCL-EQ,764296,NSE
1116AFL28A-N0,764395,NSE
LAXMICOT-EQ,6568,NSE
IVC-EQ,6711,NSE
69KA31-SG,6743,NSE
NIPPOBATRY-EQ,6782,NSE
MVELECTRO-EQ,764397,NSE
749TN36-SG,764420,NSE
764UK38-SG,764421,NSE
ASTRON-BZ,764445,NSE
SGBDEC26-GB,7654,NSE
364D050827-TB,764427,NSE
902LMAEL36-N0,764454,NSE
DHRUV-EQ,6858,NSE
662PY28-SG,6895,NSE
826GS2027-GS,6898,NSE
HEMIPROP-EQ,701,NSE
HESTERBIO-EQ,7048,NSE
815GS2026-GS,7114,NSE
772GS2055-GS,7136,NSE
713HR32-SG,7692,NSE
712UP32-SG,7709,NSE
715UP32-SG,7821,NSE
731PY35-SG,7822,NSE
761GS2030-GS,7142,NSE
683KA31B-SG,7155,NSE
683TN31A-SG,7156,NSE
689KA33-SG,7159,NSE
NETF-EQ,7838,NSE
723MN32-SG,7855,NSE
GVPIL-EQ,7862,NSE
724RJ32-SG,7899,NSE
SHIVATEX-EQ,804,NSE
702KA33-SG,7305,NSE
70JK33-SG,7307,NSE
ABSLNN50ET-EQ,7339,NSE
STAR-EQ,7374,NSE
1015ECL29-NR,7975,NSE
SILVER-EQ,8003,NSE
COSMOFIRST-EQ,742,NSE
633AS26A-SG,7495,NSE
703AS31-SG,7512,NSE
737TS36-SG,8121,NSE
654MH27-SG,8126,NSE
705MZ29-SG,8130,NSE
SGBOC28VII-GB,834,NSE
702TN31-SG,7533,NSE
648RJ27-SG,8319,NSE
703TN30-SG,8321,NSE
717BR32-SG,8327,NSE
PHLSRDP-SF,751411,NSE
PHLSDG-SF,751498,NSE
737NBFID29-N0,751715,NSE
575PY26-SG,836,NSE
645HP29-SG,838,NSE
712TN30-SG,8352,NSE
735PY33-SG,8358,NSE
757RJ35-SG,753729,NSE
815JCL31-N0,753889,NSE
746RECL36-N0,754372,NSE
RHEXHDRG-SF,755257,NSE
642UP30-SG,849,NSE
H1861D46RG-MF,8455,NSE
723TN32-SG,8573,NSE
672HR35-SG,867,NSE
74HR37-SG,8580,NSE
97SFL29-YZ,8642,NSE
SFMP61DR-MF,8647,NSE
777HP49-SG,755742,NSE
364D240627-TB,755802,NSE
684TS56-SG,755925,NSE
801ABCL28-NC,755951,NSE
ABSLFTTQDG-MF,8676,NSE
729RJ32-SG,8684,NSE
73TN32-SG,8685,NSE
MUKTAARTS-BE,8691,NSE
831ABCL34-NK,755959,NSE
CIFL-EQ,756015,NSE
678RJ47-SG,756104,NSE
975IIFL28-Y0,756144,NSE
DRREDDY-EQ,881,NSE
MOTOGENFIN-BE,8793,NSE
737PN42-SG,8718,NSE
PNBGILTS-EQ,8736,NSE
1025IIFL30-Y3,756154,NSE
890ALSL27-N0,756161,NSE
995ISF28-N0,756167,NSE
995CCSP27-N0,756333,NSE
SUPERSPIN-BE,8931,NSE
BCG-EQ,8833,NSE
712MP35-SG,21966,NSE
717MP29-SG,21976,NSE
726IRMT45-N0,756724,NSE
661PFCL28-N0,756767,NSE
AGROPHOS-EQ,9046,NSE
PIXTRANS-EQ,9087,NSE
673MP30-SG,21981,NSE
BANKBETF-EQ,21986,NSE
657MZ35-SG,22014,NSE
ORCHPHARMA-EQ,926,NSE
TPLPLASTEH-EQ,9219,NSE
745AP37-SG,9345,NSE
MSTCLTD-EQ,9356,NSE
BIRET-RR,2203,NSE
720MZ30-SG,22015,NSE
750MZ30-SG,22016,NSE
72MZ29-SG,22018,NSE
ELGIEQUIP-EQ,937,NSE
776PN37-SG,9449,NSE
SONUINFRA-ST,9463,NSE
AKSHAR-EQ,9558,NSE
HIKAL-EQ,9668,NSE
773WB32-SG,9719,NSE
772MH34-SG,9724,NSE
745RJ30-SG,22036,NSE
717RJ30-SG,22044,NSE
684RJ30-SG,22068,NSE
671RJ30-SG,22077,NSE
EASTSILK-BE,9769,NSE
803AP35-SG,9826,NSE
799TN42-SG,9834,NSE
716UP29-SG,22090,NSE
673TN30-SG,22122,NSE
725TN27-SG,22127,NSE
70UP30-SG,22088,NSE
783RJ32-SG,9915,NSE
NEOGEN-EQ,9917,NSE
785AP37-SG,9928,NSE
72WB30-SG,22142,NSE
729WB29-SG,22153,NSE
735CG30-SG,22162,NSE
765TS30-SG,22188,NSE
750TS28-SG,22189,NSE
660TS30-SG,22195,NSE
810JH32-SG,22199,NSE
735TS30-SG,22208,NSE
729GA29-SG,22217,NSE
717GJ30A-SG,22222,NSE
WORTHPERI-EQ,22277,NSE
693GJ31-SG,2230,NSE
654MP35-SG,22297,NSE
MACPOWER-EQ,22347,NSE
ITIETF-EQ,22365,NSE
MAXHEALTH-EQ,22377,NSE
665GJ30-SG,22406,NSE
666TN30-SG,22413,NSE
LOVABLE-EQ,22415,NSE
MAXIND-EQ,22428,NSE
766RJ33A-SG,22495,NSE
762TN34-SG,22499,NSE
748MH35-SG,22613,NSE
745EXIM28-N0,22661,NSE
NDRINVIT-IV,22680,NSE
743CG29-SG,22694,NSE
POLYSIL-SM,22711,NSE
735PY27-SG,22741,NSE
748CG32-SG,22745,NSE
748UP34-SG,22749,NSE
746MH35-SG,22751,NSE
INM-SM,22770,NSE
825CFHL27-N0,22822,NSE
746UP34-SG,22876,NSE
743MH35-SG,22877,NSE
SGBFEB32IV-GB,22886,NSE
832TPL27-N5,22891,NSE
GOLDCASE-EQ,22901,NSE
BESTAGRO-EQ,2306,NSE
840GIL27-N1,22907,NSE
AAFS34-N2,22927,NSE
INDUSINVIT-IV,23036,NSE
SHREEKARNI-SM,23074,NSE
1065NFL27-NC,23123,NSE
8254KSFP29-N1,23170,NSE
745MH37-SG,23206,NSE
746KA38-SG,23209,NSE
742KL49-SG,23216,NSE
ENSER-SM,23230,NSE
JAYNECOIND-EQ,2331,NSE
1025SCFL34-Z5,23317,NSE
1025SCL34-Z8,23323,NSE
752HP39-SG,23355,NSE
VISHWAS-ST,23373,NSE
744MH42-SG,23432,NSE
K2INFRA-ST,23462,NSE
DRSCARGO-SM,23485,NSE
755PN32-SG,23583,NSE
ASIANPAINT-EQ,236,NSE
748TS42-SG,23588,NSE
GLOSTERLTD-EQ,23590,NSE
753PN37-SG,23636,NSE
AAFS34A-N5,23671,NSE
91MOFSL27-N2,23702,NSE
0MOFSL27-N3,23704,NSE
SILKFLEX-SM,23736,NSE
708CG29-SG,2380,NSE
VERITAAS-SM,23775,NSE
IEML-SM,23789,NSE
738JK51-SG,23812,NSE
719SK31-SG,2384,NSE
736KL36-SG,23874,NSE
737PN36-SG,23875,NSE
744PFCL34-NB,23920,NSE
902SCL27A-ZI,23946,NSE
948SCL27A-ZJ,23948,NSE
743RJ34-SG,23997,NSE
735KA39-SG,2400,NSE
74PY30-SG,24053,NSE
UTFIAIPRGI-MF,24055,NSE
735RECL34-NS,24075,NSE
RETAIL-EQ,24145,NSE
DEEDEV-EQ,24154,NSE
DURLAX-SM,24164,NSE
733RJ43-SG,24198,NSE
NILKAMAL-EQ,2421,NSE
RELAXO-EQ,24225,NSE
STANLEY-EQ,24226,NSE
735TN34-SG,24332,NSE
739ML34-SG,24334,NSE
737TS42-SG,24339,NSE
CENTRUM-EQ,2454,NSE
820TFSIL29-N0,24482,NSE
739IREDA39-N0,24580,NSE
975SCL29-N0,24587,NSE
850CIFL27-N0,24604,NSE
AVANTEL-EQ,24610,NSE
CHETANA-ST,24628,NSE
TROM-SM,24642,NSE
734PN35-SG,24649,NSE
735WB40-SG,24654,NSE
733MH44-SG,24657,NSE
787SDIL30-N0,24741,NSE
DHARIWAL-SM,24747,NSE
731KL40-SG,24757,NSE
728MP45-SG,24760,NSE
728TS46-SG,24762,NSE
ONWARDTEC-EQ,2481,NSE
726MH49-SG,24763,NSE
828PHFL26-N0,24796,NSE
721TN34-SG,24841,NSE
SUNLITE-SM,24868,NSE
724HR36-SG,24886,NSE
72MZ31-SG,24893,NSE
IDEALTECHO-SM,24950,NSE
722TN54-SG,25001,NSE
724HR36A-SG,25013,NSE
725GA35-SG,25089,NSE
725AS44-SG,25100,NSE
723AP34-SG,25107,NSE
725ML34-SG,25108,NSE
BCLIND-EQ,2513,NSE
8887HFL26-N0,25153,NSE
SANOFICONR-EQ,25222,NSE
SPPPOLY-SM,25306,NSE
INNOMET-ST,25323,NSE
APLLTD-EQ,25328,NSE
713HR36-SG,25359,NSE
765LICH31-N0,25376,NSE
PELATRO-SM,25408,NSE
744NBRD28-N0,25441,NSE
12VCCL29-N0,25466,NSE
715PN44-SG,25479,NSE
INDOUS-EQ,25503,NSE
FLEXITUFF-BE,25516,NSE
SCL25924-N1,25542,NSE
990SCL27B-N1,25548,NSE
1003SCL31A-N1,25566,NSE
1025SCL34C-N1,25568,NSE
LICMFGOLD-EQ,25640,NSE
DIVYADHAN-ST,25680,NSE
JISLDVREQS-EQ,25684,NSE
BANKPSU-EQ,25725,NSE
71KA32A-SG,25766,NSE
PRANIK-SM,25818,NSE
711PN44-SG,25833,NSE
ANKITMETAL-BZ,25878,NSE
IMPEXFERRO-BZ,25881,NSE
DBEIL-BE,25894,NSE
3PLAND-EQ,2595,NSE
835TCSL27-N0,25946,NSE
713RJ34-SG,25957,NSE
717PN44-SG,25964,NSE
ATUL-EQ,263,NSE
729TR36-SG,2690,NSE
732IREDA29-N0,25989,NSE
890BTL31-N0,27025,NSE
TBZ-EQ,27037,NSE
BLACKBUCK-EQ,27144,NSE
PRECWIRE-EQ,2717,NSE
713BR34A-SG,27149,NSE
709GS2074-GS,27170,NSE
RACLGEAR-EQ,27171,NSE
709KA30A-SG,27185,NSE
714TN34-SG,27190,NSE
719MP38-SG,27200,NSE
716MP44-SG,27206,NSE
C2C-SM,27274,NSE
793NIIF30-N0,27304,NSE
710JK44-SG,27317,NSE
AUROPHARMA-EQ,275,NSE
712AS34-SG,27318,NSE
935TSI32-N0,27431,NSE
935TSI30-N0,27448,NSE
716ML31-SG,2756,NSE
719KA40-SG,2771,NSE
769LICH26-N0,27750,NSE
AUTOAXLES-EQ,278,NSE
790LTFL34-N0,28109,NSE
697TN28-SG,28180,NSE
712RJ39-SG,28235,NSE
RAYMOND-EQ,2859,NSE
710TN54-SG,28279,NSE
720NHB31-N0,28493,NSE
IDENTICAL-SM,28574,NSE
96IIFL28A-NF,2877,NSE
MAMATA-EQ,28687,NSE
770TPREL34-N0,28797,NSE
SANATHAN-EQ,28805,NSE
714MP45-SG,28820,NSE
717WB42-SG,28831,NSE
94SCL27U-N1,28914,NSE
925SCL29S-N1,28926,NSE
717MP38-SG,29004,NSE
711TN55-SG,29072,NSE
RICOAUTO-EQ,2909,NSE
QUADFUTURE-EQ,29087,NSE
722BR40-SG,29121,NSE
724MH44-SG,29125,NSE
693SK31-SG,2913,NSE
722BR35-SG,29132,NSE
770SUNF28-N0,29169,NSE
725IRFC35B-N0,29180,NSE
720LT35-N0,29233,NSE
684UK31-SG,2919,NSE
78537ABH30-N0,29190,NSE
ONESOURCE-EQ,29224,NSE
712GJ35-SG,29237,NSE
PFL230125A-N0,29247,NSE
729NHB31-N0,29268,NSE
REXPRO-SM,29270,NSE
685AS31-SG,2930,NSE
712BR37-SG,29282,NSE
711TN45-SG,29292,NSE
711BR45-SG,29293,NSE
69AS30A-SG,294,NSE
734IRFC28-N4,29323,NSE
MOHITIND-EQ,29423,NSE
713MH37B-SG,29503,NSE
KALYANKJIL-EQ,2955,NSE
BSLIFQPIDG-MF,29556,NSE
707GJ32-SG,29568,NSE
718JK45-SG,29571,NSE
SAKHTISUG-EQ,2969,NSE
709TN35-SG,29575,NSE
NIF100BEES-EQ,29577,NSE
704IRFC28-N6,29607,NSE
689OR28A-SG,29696,NSE
713KA34A-SG,29709,NSE
TEJASCARGO-SM,29723,NSE
SANDESH-EQ,2988,NSE
717RJ35-SG,29920,NSE
72MN40-SG,29933,NSE
72OR45-SG,29940,NSE
NIFTY100EW-EQ,29944,NSE
735NHB32-N0,29954,NSE
744PFCL30-N0,29969,NSE
727TS47-SG,29992,NSE
722TN33-SG,30000,NSE
73OR39-SG,30020,NSE
729WB38-SG,30073,NSE
723UK32-SG,30075,NSE
727PY33-SG,30076,NSE
PRABHA-EQ,30134,NSE
718MP49-SG,30171,NSE
718KL50A-SG,30172,NSE
702TN29A-SG,30177,NSE
DIVINEHIRA-ST,30262,NSE
820CANF27-N0,30194,NSE
SCL19325A-N1,30210,NSE
748NABF28-N0,30265,NSE
687GJ28A-SG,30413,NSE
702MP35-SG,30431,NSE
701TN35-SG,30436,NSE
774IREDA35-N0,30479,NSE
MHLSRG-SF,30558,NSE
MHLSDD-SF,30566,NSE
MHLSDDR-SF,30568,NSE
VEDL-EQ,3063,NSE
684GA31-SG,3076,NSE
682KL35-SG,3083,NSE
ISIFAAFDG-SF,31043,NSE
RHIM-EQ,31163,NSE
NDL-EQ,31258,NSE
NBCC-EQ,31415,NSE
AURUS-EQ,31468,NSE
892NHPC33-N6,31487,NSE
JPOLYINVST-EQ,31507,NSE
763GJ37-SG,31637,NSE
77GJ40-SG,31687,NSE
182D101226-TB,31718,NSE
738RECL29-N0,31927,NSE
ANGELONE-EQ,324,NSE
BALMLAWRIE-EQ,338,NSE
TAINWALCHM-EQ,3396,NSE
82IGT31-NJ,3464,NSE
TFCILTD-EQ,3466,NSE
772IGT31-NK,3470,NSE
CLSEL-EQ,3482,NSE
BANARISUG-EQ,350,NSE
688MH33-SG,3522,NSE
696TN51-SG,3578,NSE
UNICHEMLAB-EQ,3579,NSE
HEALTHAXIS-EQ,3608,NSE
VARDMNPOLY-EQ,3646,NSE
VESUVIUS-EQ,3676,NSE
704JK36-SG,3697,NSE
665WB28-SG,3726,NSE
68RJ31-SG,3752,NSE
WALCHANNAG-EQ,3736,NSE
BEL-EQ,383,NSE
